市场,代码,名称,东财一级行业,东财细分行业,证监会行业,注册/登记地址,办公地址,区/园区,港股通,口径
A股,301413,安培龙,机械设备,通用设备-仪器仪表,制造业-计算机、通信和其他电子设备制造业,深圳市坪山区坑梓街道金沙社区聚园路1号安培龙智能传感器产业园1A栋201、1A栋、1B栋、2栋,深圳市坪山区坑梓街道金沙社区聚园路1号安培龙智能传感器产业园1A栋201、1A栋、1B栋、2栋,坪山区,,注册地在深圳
A股,301449,天溯计量,休闲、生活及专业服务,专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,深圳市龙岗区宝龙街道宝龙社区锦龙大道2号1栋1层-6层、4栋1层-5层、2栋1层-2层,深圳市龙岗区宝龙街道宝龙社区锦龙大道2号1栋1层-6层、4栋1层-5层、2栋1层-2层,龙岗区,,注册地在深圳
A股,301486,致尚科技,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市光明区马田街道马山头社区致尚科技园A栋一层,深圳市光明区马田街道马山头社区致尚科技园A栋一层,光明区,,注册地在深圳
A股,301488,豪恩汽电,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区大浪街道上横朗社区同富裕第三功能区豪恩科技集团股份有限公司厂房A号3层B号第1层、第2层、第3层、第4层,深圳市龙华区大浪街道上横朗社区同富裕第三功能区豪恩科技集团股份有限公司厂房A号3层B号第1层、第2层、第3层、第4层,龙华区,,注册地在深圳
A股,301510,固高科技,机械设备,通用设备-仪器仪表,制造业-仪器仪表制造业,深圳市南山区高新区南区深港产学研基地西座二楼W211室,深圳市南山区高新区南区深港产学研基地西座二楼W211室,南山区,,注册地在深圳
A股,301512,智信精密,电子设备,电子设备制造-电子设备制造,制造业-专用设备制造业,深圳市龙华区观澜街道大富社区建优路8号精密智造大厦2栋厂房101,深圳市龙华区观澜街道大富社区建优路8号精密智造大厦2栋厂房101,龙华区,,注册地在深圳
A股,301513,尚水智能,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市坪山区坑梓街道沙田社区深圳市尚水智能股份有限公司1栋101,深圳市坪山区坑梓街道沙田社区深圳市尚水智能股份有限公司1栋101,坪山区,,注册地在深圳
A股,301516,中远通,电气设备,电源设备-其他电源设备,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区宝龙街道宝龙社区宝龙二路36号核达中远通A座厂房1层-9层、B座1-7层、C座1-9层,深圳市龙岗区宝龙街道宝龙社区宝龙二路36号核达中远通A座厂房1层-9层、B座1-7层、C座1-9层,龙岗区,,注册地在深圳
A股,301538,骏鼎达,基础化工,化学制品-塑料制品,制造业-橡胶和塑料制品业,深圳市宝安区松岗街道潭头社区芙华路4号1栋701,深圳市宝安区松岗街道潭头社区芙华路4号1栋芙蓉科技大厦7楼,宝安区,,注册地在深圳
A股,301558,三态股份,互联网,互联网商务-电子商务B2B,批发和零售业-零售业,深圳市南山区粤海街道滨海社区海天二路25号深圳湾创业投资大厦3901,深圳市南山区粤海街道滨海社区海天二路25号深圳湾创业投资大厦3901,南山区,,注册地在深圳
A股,301590,优优绿能,电气设备,其他电气设备-其他电气设备,制造业-电气机械和器材制造业,深圳市光明区玉塘街道田寮社区同观路华力特工业园第1栋301,"深圳市光明区玉塘街道田寮社区同观路华力特工业园第1栋,深圳市光明区玉塘街道田寮社区同观路远望谷射频识别产业园2栋",光明区,,注册地在深圳
A股,301606,绿联科技,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区大浪街道高峰社区龙城工贸御安厂区7号办公楼1层-6层、6栋厂房4楼,深圳市龙华区大浪街道高峰社区龙城工贸御安厂区7号办公楼1层-6层、6栋厂房4楼,龙华区,,注册地在深圳
A股,301608,博实结,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区民治街道北站社区汇德大厦1号楼2701、2702、2703,深圳市龙华区民治街道北站社区汇德大厦1号楼2701、2702、2703,龙华区,,注册地在深圳
A股,301628,强达电路,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区福海街道展城社区福园一路3号福发工业园A-1栋厂房101-401(一照多址企业),深圳市宝安区福海街道展城社区福园一路3号福发工业园A-1栋厂房101-401,宝安区,,注册地在深圳
A股,301629,矽电股份,电子设备,半导体-半导体分立器件,制造业-专用设备制造业,深圳市龙岗区龙城街道黄阁坑社区龙城工业园3号厂房三楼东区、五楼中西区,深圳市龙岗区龙城街道黄阁坑社区龙城工业园3号厂房三楼东区、五楼中西区,龙岗区,,注册地在深圳
A股,301631,壹连科技,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,"深圳市宝安区燕罗街道燕川社区大华路1号A栋厂房103-501,B栋厂房301-501(一照多址企业)",深圳市宝安区燕罗街道燕川社区大华路1号A栋厂房5楼,宝安区,,注册地在深圳
A股,301658,首航新能,电气设备,其他电气设备-其他电气设备,制造业-电气机械和器材制造业,深圳市宝安区新安街道兴东社区67区高新奇科技楼11层,深圳市宝安区新安街道兴东社区70区创业二路526号科创大厦A栋28层,宝安区,,注册地在深圳
A股,301666,大普微,信息技术,计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区龙城街道黄阁坑社区腾飞路9号创投大厦3501,深圳市龙岗区龙城街道黄阁坑社区腾飞路9号创投大厦3501,龙岗区,,注册地在深圳
A股,600380,健康元,医药生物,化学制药-化学制剂,制造业-医药制造业,深圳市南山区高新区北区朗山路17号健康元药业集团大厦,广东省深圳市南山区高新区北区朗山路17号健康元药业集团大厦,南山区,,注册地在深圳
A股,600446,金证股份,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区高新南五道金证科技大楼(8-9楼),深圳市南山区高新南五道金证科技大楼(8-9楼),南山区,,注册地在深圳
A股,600525,长园集团,电气设备,输变电设备-其他输变电设备,制造业-电气机械和器材制造业,深圳市南山区高新区科苑中路长园新材料港1号高科技厂房,深圳市南山区高新区科苑中路长园新材料港1号高科技厂房,南山区,,注册地在深圳
A股,600548,深高速,交通运输,公路铁路-高速公路,交通运输、仓储和邮政业-道路运输业,深圳市龙华新区福城街道福民收费站,深圳市南山区深南大道9968号汉京金融中心46楼,—,,注册地在深圳
A股,600892,大晟文化,互联网,互联网服务-游戏娱乐,信息传输、软件和信息技术服务业-互联网和相关服务,深圳市罗湖区东门街道城东社区深南东路2028号罗湖商务中心213,深圳市福田区景田北一街28-1邮政综合楼6楼,罗湖区,,注册地在深圳
A股,601138,工业富联,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区龙华街道东环二路二号富士康科技园C1栋二层,深圳市龙华区龙华街道东环二路二号富士康科技园C1栋二层,龙华区,,注册地在深圳
A股,601139,深圳燃气,公用事业,燃气-燃气,电力、热力、燃气及水生产和供应业-燃气生产和供应业,深圳市福田区梅坳一路268号,深圳市福田区梅坳一路268号,福田区,,注册地在深圳
A股,601330,绿色动力,公用事业,环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业,深圳市南山区科技南十二路007号九洲电器大厦二楼,"深圳市南山区科技南十二路九洲电器大厦二楼,香港苏杭街104号秀平商业大厦1楼",南山区,,注册地在深圳
A股,601333,广深铁路,交通运输,公路铁路-铁路运输,交通运输、仓储和邮政业-铁路运输业,广东省深圳市罗湖区和平路1052号,广东省深圳市罗湖区和平路1052号,罗湖区,,注册地在深圳
A股,603063,禾望电气,电气设备,输变电设备-电气自控设备,制造业-电气机械和器材制造业,广东省深圳市福田区沙头街道天安社区滨河路与香蜜湖路交汇处天安创新科技广场(二期)六层西座609室,深圳市南山区西丽官龙村第二工业区11栋,福田区,,注册地在深圳
A股,603118,共进股份,信息技术,通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,深圳市坪山区坑梓街道丹梓北路2号,深圳市坪山区坑梓街道丹梓北路2号,坪山区,,注册地在深圳
A股,603160,汇顶科技,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市福田保税区腾飞工业大厦B座13层,深圳市福田区梅康路1号汇顶科技总部大厦26楼,—,,注册地在深圳
A股,603228,景旺电子,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区西乡街道铁岗水库路166号,深圳市光明区凤凰街道东坑社区光源三路158号景旺电子大厦,宝安区,,注册地在深圳
A股,603808,歌力思,纺织服装,服装家纺-服装,制造业-纺织服装、服饰业,深圳市福田区沙头街道天安社区泰然四路85号泰然立城B座1201,深圳市福田区沙头街道天安社区泰然四路85号泰然立城B座1201,福田区,,注册地在深圳
A股,603978,深圳新星,有色金属,金属非金属新材料-其他金属新材料,制造业-有色金属冶炼和压延加工业,深圳市宝安区观光路公明镇高新技术产业园新星厂区A栋,深圳市宝安区观光路公明镇高新技术产业园新星厂区A栋,宝安区,,注册地在深圳
A股,603991,领先股份,电子设备,半导体-半导体材料,制造业-橡胶和塑料制品业,深圳市南山区桃源街道朗山社区留仙大道3333号塘朗城广场(西区)A座、B座、C座A座4001,深圳市南山区桃源街道朗山社区留仙大道3333号塘朗城广场(西区)A座40层,南山区,,注册地在深圳
A股,605499,东鹏饮料,食品饮料,饮料-软饮料,制造业-酒、饮料和精制茶制造业,深圳市南山区桃源街道珠光北路142号众冠红花岭工业西区3栋1楼,广东省深圳市南山区桃源街道明亮科技园88号3栋1楼-3楼,南山区,,注册地在深圳
A股,688007,光峰科技,家电,视听器材-视听器材,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道西丽社区仙洞路8号光峰科技总部大厦4层-7层、2905-2907、31层-32层,深圳市南山区西丽街道仙洞路8号光峰科技总部大厦,南山区,,注册地在深圳
A股,688025,杰普特,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区观湖街道鹭湖社区观盛五路8-1号科姆龙科技园A栋1201,深圳市龙华区观湖街道鹭湖社区观盛五路8-1号科姆龙科技园A栋1201,龙华区,,注册地在深圳
A股,688036,传音控股,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道西丽社区仙元路8号传音大厦24楼一单元,深圳市南山区西丽街道西丽社区仙元路8号传音大厦,南山区,,注册地在深圳
A股,688045,必易微,电子设备,半导体-集成电路,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区西丽街道西丽社区打石二路万科云城六期一栋云中城B3303,深圳市南山区西丽街道西丽社区打石二路万科云城六期一栋云中城B3303,南山区,,注册地在深圳
A股,688112,鼎阳科技,机械设备,通用设备-仪器仪表,制造业-仪器仪表制造业,深圳市宝安区新安街道兴东社区68区安通达工业厂区5栋办公楼1层-4层、4栋厂房3层-4层(一照多址企业),深圳市宝安区新安街道兴东社区68区安通达工业厂区4栋厂房3-4层、5栋办公楼1-4层;深圳市宝安区71区留仙一路二巷26号轻工厂房一栋1-7层,宝安区,,注册地在深圳
A股,688114,华大智造,医药生物,医疗器械-医疗器械,制造业-专用设备制造业,深圳市盐田区北山工业区综合楼及11栋2楼,深圳市盐田区北山工业区综合楼及11栋2楼,盐田区,,注册地在深圳
A股,688132,邦彦技术,信息技术,通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区园山街道大康社区志鹤路100号2101(一照多址企业),深圳市龙岗区园山街道大康社区志鹤路100号2101,龙岗区,,注册地在深圳
A股,688138,清溢光电,电子设备,半导体-半导体材料,制造业-计算机、通信和其他电子设备制造业,深圳市南山区朗山二路北清溢光电大楼,深圳市南山区朗山二路北清溢光电大楼,南山区,,注册地在深圳
A股,688159,有方科技,信息技术,通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区民治街道北站社区汇德大厦1号楼4401室,深圳市龙华区民治街道北站社区汇德大厦1号楼43-44楼,龙华区,,注册地在深圳
A股,688208,道通科技,信息技术,计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道松坪山社区高新北六道36号彩虹科技大楼二层,深圳市南山区西丽街道松坪山社区高新北六道36号彩虹科技大楼,南山区,,注册地在深圳
A股,688209,英集芯,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷八栋A座4301,珠海市香洲区唐家湾镇港湾一号港7栋3层,南山区,,注册地在深圳
A股,688210,统联精密,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区观湖街道松轩社区环观中路282号厂房四101、B栋一楼、D栋(整栋),深圳市龙华区观湖街道松轩社区环观中路282号厂房四101、B栋一楼、D栋(整栋),龙华区,,注册地在深圳
A股,688216,气派科技,电子设备,半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区平湖街道辅城坳社区平龙西路250号1#厂房301-2,广东省东莞市石排镇气派科技路气派大厦,龙岗区,,注册地在深圳
A股,688252,天德钰,电子设备,半导体-集成电路,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市前海深港合作区南山街道桂湾四路55号前海华润金融中心T2号写字楼601,深圳市南山区粤海街道高新区社区高新南一道002号飞亚达科技大厦西座901,前海深港合作区,,注册地在深圳
A股,688279,峰岹科技,电子设备,半导体-集成电路,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区高新中区科技中2路1号深圳软件园(2期)11栋203室,"深圳市南山区高新中区科技中2路1号深圳软件园(2期)11栋203室,香港湾仔皇后大道东248号大新金融中心40楼",南山区,,注册地在深圳
A股,688312,燕麦科技,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市光明区凤凰街道凤凰社区观光路招商局光明科技园A1A2栋A2栋308,深圳市光明新区凤凰街道高新技术产业园区邦凯路9号邦凯科技城2号C栋厂房1、2、3楼,光明区,,注册地在深圳
A股,688318,财富趋势,信息技术,计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市福田区梅林街道梅都社区中康路136号深圳新一代产业园5栋1801,深圳市福田区梅林街道梅都社区中康路136号深圳新一代产业园5栋1801,福田区,,注册地在深圳
A股,688321,微芯生物,医药生物,化学制药-化学制剂,制造业-医药制造业,深圳市南山区西丽街道曙光社区智谷产业园B栋21F-24F,深圳市南山区西丽街道曙光社区智谷产业园B栋21F-24F,南山区,,注册地在深圳
A股,688322,奥比中光,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道松坪山社区高新北一道88号奥比科技大厦2001,深圳市南山区西丽街道松坪山社区高新北一道88号奥比科技大厦,南山区,,注册地在深圳
A股,688323,瑞华泰,基础化工,化学制品-塑料制品,制造业-橡胶和塑料制品业,深圳市宝安区松岗街道办华美工业园,深圳市宝安区松岗街道办华美工业园,宝安区,,注册地在深圳
A股,688328,深科达,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市宝安区西乡街道龙腾社区汇智研发中心BC座B1001,深圳市宝安区西乡街道龙腾社区汇智研发中心B座10层,宝安区,,注册地在深圳
A股,688332,中科蓝讯,电子设备,半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,深圳市南山区沙河街道高发社区侨香路4068号智慧广场A栋1301-1,深圳市南山区沙河街道高发社区侨香路4068号智慧广场A栋1301-1,南山区,,注册地在深圳
A股,688343,云天励飞,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市龙岗区园山街道荷坳社区龙岗大道8288号大运软件小镇36栋4F05(在深圳市龙岗区龙岗街道龙城大道29号龙年大厦1701处设有经营场所从事经营活动),深圳市南山区粤海街道深圳湾科技生态园10栋B座14-15楼、33楼,龙岗区,,注册地在深圳
A股,688361,中科飞测,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市龙华区观澜街道新澜社区观光路1301-14号101、102,深圳市龙华区观澜街道观光路银星科技园1301号,龙华区,,注册地在深圳
A股,688380,中微半导,电子设备,半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,深圳市前海深港合作区南山街道桂湾三路91号景兴海上大厦2102室,"深圳市前海深港合作区南山街道桂湾三路91号景兴海上大厦2101,香港铜锣湾勿地臣街1号时代广场二座31楼",前海深港合作区,,注册地在深圳
A股,688383,新益昌,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市宝安区新安街道海旺社区兴业路1088号瑞湾大厦1501,深圳市宝安区新安街道海旺社区兴业路1088号瑞湾大厦1501,宝安区,,注册地在深圳
A股,688389,普门科技,医药生物,医疗器械-医疗器械,制造业-专用设备制造业,广东省深圳市龙华区观湖街道观城社区求知东路8号普门科技总部大厦,深圳市龙华区观湖街道观城社区求知东路8号普门科技总部大厦,龙华区,,注册地在深圳
A股,688395,正弦电气,电气设备,电机-电机,制造业-电气机械和器材制造业,深圳市宝安区新安街道兴东社区70区润坊路5号润智研发中心1栋8F803,深圳市宝安区新安街道兴东社区70区润坊路5号润智研发中心1栋8F803,宝安区,,注册地在深圳
A股,688401,路维光电,电子设备,光电子器件-光学元件,制造业-计算机、通信和其他电子设备制造业,深圳市南山区南山街道桂湾社区梦海大道5035号前海华润金融中心T5写字楼801,深圳市南山区南山街道桂湾社区梦海大道5035号华润前海大厦A座9楼,南山区,,注册地在深圳
A股,688418,震有科技,信息技术,通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,深圳市光明区凤凰街道东坑社区光明凤凰广场2栋2801,深圳市光明区凤凰街道东坑社区光明凤凰广场2栋2801,光明区,,注册地在深圳
A股,688518,联赢激光,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市坪山区坑梓街道沙田社区荣沙路18号A栋联赢大厦101,深圳市福田区紫竹六道49号建安山海中心6B,坪山区,,注册地在深圳
A股,688525,佰维存储,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市南山区桃源街道平山社区留仙大道1213号众冠红花岭工业南区2区4、8栋1层-3层及4栋4层,深圳市南山区桃源街道平山社区留仙大道1213号众冠红花岭工业南区2区4、8栋1层-3层及4栋4层,南山区,,注册地在深圳
A股,688559,海目星,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市龙华区观湖街道鹭湖社区观盛五路科姆龙科技园B栋301,深圳市龙华区观湖街道鹭湖社区观盛五路科姆龙科技园B栋,龙华区,,注册地在深圳
A股,688573,信宇人,电子设备,电子设备制造-电子设备制造,制造业-专用设备制造业,深圳市龙岗区龙城街道回龙埔社区鸿峰(龙岗)工业厂区2号厂房一楼、二楼、三楼、四楼,深圳市龙岗区龙城街道回龙埔社区鸿峰(龙岗)工业厂区2号厂房一楼、二楼、三楼、四楼,龙岗区,,注册地在深圳
A股,688575,亚辉龙,医药生物,医疗器械-医疗器械,制造业-医药制造业,深圳市龙岗区宝龙街道宝龙二路亚辉龙生物科技厂区1栋,深圳市龙岗区宝龙街道宝龙二路亚辉龙生物科技厂区1栋,龙岗区,,注册地在深圳
A股,688589,力合微,电子设备,半导体-集成电路,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区西丽街道高新技术产业园清华信息港科研楼11楼1101,深圳市南山区西丽街道高新技术产业园清华信息港科研楼11楼1101,南山区,,注册地在深圳
A股,688595,芯海科技,电子设备,半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道高新区社区科苑大道深圳湾创新科技中心1栋301,深圳市南山区粤海街道科苑大道高新区社区深圳湾创新科技中心1栋301,南山区,,注册地在深圳
A股,688612,威迈斯,交运设备,汽车-汽车零部件,制造业-汽车制造业,深圳市南山区北环路第五工业区风云科技大楼501之一,深圳市南山区北环路第五工业区风云科技大楼501之一,南山区,,注册地在深圳
A股,688617,惠泰医疗,医药生物,医疗器械-医疗器械,制造业-专用设备制造业,深圳市南山区西丽街道松坪山社区松坪山朗山路11号同方信息港B栋601,深圳市南山区西丽街道松坪山社区松坪山朗山路11号同方信息港B栋601,南山区,,注册地在深圳
A股,688618,三旺通信,互联网,互联网服务-其他互联网服务,制造业-计算机、通信和其他电子设备制造业,深圳市南山区西丽街道百旺信高科技工业园1区3栋,深圳市南山区西丽街道百旺信高科技工业园1区3栋,南山区,,注册地在深圳
A股,688627,精智达,电子设备,电子设备制造-电子设备制造,制造业-专用设备制造业,深圳市龙华区龙华街道清湖社区清湖村富安娜公司1号101工业园D栋1楼东,深圳市龙华区龙华街道清湖社区清湖村富安娜公司1号101工业园D栋1楼东,龙华区,,注册地在深圳
A股,688638,誉辰智能,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市宝安区沙井街道共和社区新和大道丽城科技工业园M栋一层至六层,深圳市宝安区宝安大道4018号华丰国际商务大厦17楼,宝安区,,注册地在深圳
A股,688655,迅捷兴,电子设备,电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区沙井街道沙头社区沙井南环路446号星展广场1栋A座24楼,深圳市宝安区沙井街道南环路446号星展广场1栋A座24楼,宝安区,,注册地在深圳
A股,688671,碧兴物联,机械设备,通用设备-仪器仪表,制造业-仪器仪表制造业,深圳市宝安区新安街道兴东社区67区留仙三路1号润恒工业区厂房2栋301,广东省深圳市宝安区西乡街道龙腾社区汇智研发中心C座15-17楼,宝安区,,注册地在深圳
A股,688699,明微电子,电子设备,半导体-集成电路,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区粤海街道高新区社区沙河西路1801号国实大厦11A,深圳市南山区粤海街道高新区社区沙河西路1801号国实大厦9-12层,南山区,,注册地在深圳
A股,688712,北芯生命,医药生物,医疗器械-医疗器械,制造业-专用设备制造业,深圳市龙华区民治街道北站社区鸿荣源北站中心A塔2102(一照多址企业),广东省深圳市宝安区新安街道庭威产业园3栋3楼,龙华区,,注册地在深圳
A股,688721,龙图光罩,电子设备,半导体-半导体材料,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区新桥街道象山社区新玉路北侧圣佐治科技工业园4#厂房101,深圳市宝安区新桥街道象山社区新玉路北侧圣佐治科技工业园4#厂房101,宝安区,,注册地在深圳
A股,688726,拉普拉斯,电子设备,电子设备制造-电子设备制造,制造业-电气机械和器材制造业,深圳市坪山区坑梓街道吉康路1号,深圳市坪山区坑梓街道砾田路2号开沃大厦A栋20层,坪山区,,注册地在深圳
A股,688775,影石创新,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,"深圳市宝安区新安街道海旺社区兴业路1100号金利通金融中心大厦2栋1101,1102,1103","深圳市宝安区新安街道海旺社区兴业路1100号金利通金融中心大厦2栋1101,1102,1103",宝安区,,注册地在深圳
A股,688785,恒运昌,电子设备,半导体-半导体材料,制造业-专用设备制造业,"深圳市宝安区西乡街道铁岗社区桃花源智创小镇功能配套区B栋101,201,301","深圳市宝安区西乡街道铁岗社区桃花源智创小镇功能配套区B栋101,201,301",宝安区,,注册地在深圳
A股,688788,科思科技,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道高新区社区科苑南路3156号深圳湾创新科技中心2栋A座2301、2302、2303、2304,深圳市南山区粤海街道高新区社区科苑南路3156号深圳湾创新科技中心2栋A座2301、2302、2303、2304,南山区,,注册地在深圳
A股,688793,倍轻松,家电,小家电-小家电,制造业-电气机械和器材制造业,深圳市福田区华强北街道深南中路2018号兴华大厦东栋十层整层1071室,深圳市南山区创业路1777号海信南方大厦19楼,福田区,,注册地在深圳
A股,920045,蘅东光,电子设备,光电子器件-光学元件,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区新安街道兴东社区68区留仙三路2号鸿辉工业区4号厂房101、501,深圳市宝安区新安街道兴东社区68区留仙三路2号鸿辉工业区4号厂房101、501,宝安区,,注册地在深圳
A股,920065,千岸科技,互联网,互联网商务-网上购物,批发和零售业-零售业,广东省深圳市南山区南山大道3186号莲花广场B栋1101,广东省深圳市南山区南山大道3186号莲花广场B栋1101,南山区,,注册地在深圳
A股,920075,柏星龙,轻工制造,造纸印刷-包装印刷,制造业-印刷和记录媒介复制业,深圳市罗湖区清水河街道清水河社区清水河一路112号罗湖投资控股大厦裙楼601和1座11整层,深圳市罗湖区清水河街道清水河一路112号罗湖投资控股大厦裙楼1座11楼公司董事会办公室,罗湖区,,注册地在深圳
A股,920176,维琪科技,基础化工,化学制品-日用化学品,制造业-化学原料和化学制品制造业,广东省深圳市南山区桃源街道长源社区学苑大道1001号南山智园D3栋2401,广东省深圳市南山区桃源街道长源社区学苑大道1001号南山智园D3栋2401,南山区,,注册地在深圳
A股,920185,贝特瑞,有色金属,金属非金属新材料-电池材料,制造业-非金属矿物制品业,深圳市光明新区公明办事处西田社区高新技术工业园第1、2、3、4、5、6栋、7栋A、7栋B、8栋,深圳市光明区凤凰街道东坑社区光源四路8号贝特瑞新能源科技大厦,光明新区,,注册地在深圳
A股,920267,鑫汇科,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市光明区凤凰街道塘尾社区光明大道380号尚智科技园1栋A座21层,深圳市光明区凤凰街道塘尾社区光明大道380号尚智科技园1栋A座21层,光明区,,注册地在深圳
A股,920374,云里物里,电子设备,电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区龙华街道清华社区清龙路8号港之龙科技园科技孵化中心3层(一照多址企业),深圳市龙华区龙华街道清华社区清龙路6号港之龙科技园科技孵化中心3层,龙华区,,注册地在深圳
A股,920469,富恒新材,基础化工,化学制品-塑料制品,制造业-橡胶和塑料制品业,深圳市宝安区燕罗街道罗田社区广田路48-1号A栋办公综合楼101,深圳市宝安区燕罗街道罗田社区广田路48-1号A栋办公综合楼101,宝安区,,注册地在深圳
A股,920765,美之高,轻工制造,家具-家具制造,制造业-家具制造业,广东省深圳市龙岗区坪地街道坪东社区康明路10号,深圳市罗湖区宝安北路3008号宝能中心E栋33层01-04号,龙岗区,,注册地在深圳
A股,920821,则成电子,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区南湾街道丹竹头社区康正路48号5、6号楼6号楼102、2楼-4楼,深圳市龙岗区南湾街道丹竹头社区康正路48号莲塘工业区6栋3楼,龙岗区,,注册地在深圳
A股,920876,慧为智能,电子设备,消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,广东省深圳市南山区桃源街道长源社区学苑大道1001号南山智园A4栋1201,深圳市南山区桃源街道长源社区学苑大道1001号南山智园A4栋1201,南山区,,注册地在深圳
A股(边界),000534,万泽股份,医药生物,生物医药-生物医药,制造业-医药制造业,广东省汕头市珠池路23号光明大厦B幢8楼,深圳市福田区福田街道皇岗社区福强路2016号云顶翠峰裙楼一楼,福田区,,办公地在深圳
A股(边界),000810,创维数字,信息技术,通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,四川省遂宁市经济技术开发区西宁片区台商工业园内,深圳市南山区科技园高新南一道创维大厦A座,南山区,,办公地在深圳
A股(边界),000881,中广核技,基础化工,化学原料-其他化学原料,制造业-化学原料和化学制品制造业,大连市西岗区黄河路219号外经贸大厦,深圳市福田区深南大道2002号中广核大厦北楼19层,福田区,,办公地在深圳
A股(边界),001248,华润新能源,公用事业,电力-新能源发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,中国香港湾仔港湾道26号华润大厦20楼2004至2005室,广东省深圳市南山区深南大道9668号华润置地大厦C座2303-2304单元,南山区,,办公地在深圳
A股(边界),002042,华孚时尚,纺织服装,纺织-棉纺,制造业-纺织业,安徽省淮北市经济开发区新区石山路6号,广东省深圳市福田区市花路5号长富金茂大厦59楼,福田区,,办公地在深圳
